-652779,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-670650,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-629242,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-649024,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-676153,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-607901,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-678752,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-611317,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-636287,-8388608,-8388608,-4194304,-679370,-8388608,-8388608,-8388608
-661742,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-630608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-669591,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-623848,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-672091,-8388608,-8388608,-8388608,-8388608,-8380672,982,-5649920
-630314,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-663621,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-638388,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-656811,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-685026,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-616882,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-685519,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-616587,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-683332,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-666374,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-633496,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-673084,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-626439,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-680907,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
