-779983,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-833515,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-844757,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-777446,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-826735,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-806443,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-818084,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-816703,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-776659,-8388608,-8388608,-4194304,-808585,-8388608,-8388608,-8388608
-853590,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-780229,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-852911,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-785879,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-793617,-8388608,-8388608,-8388608,-8388608,-8388608,-4194304,-847624
-846038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-788084,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-852427,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-782918,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-832381,-8388608,-8387648,242,-856448,128,128,128
-810617,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-824526,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-857766,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-780390,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-857427,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-782752,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855054,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-1048576,3997468,-2097152,2097152,2097152,2097152,2097152,2097152
-795072,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-846621,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789240,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-851350,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-800417,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-831866,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-808843,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-824169,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-819821,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-780417,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-856592,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-782525,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855305,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-787526,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-798119,-8388608,-8142848,62211,5668864,32768,32768,32768
-846447,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-790822,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-854079,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-803342,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-837705,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-812551,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-826599,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-820148,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-782384,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-4194304
-859006,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-784590,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-858014,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789466,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855024,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-848863,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-793488,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-854806,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-787834,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-858936,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-812855,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-830467,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-822833,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-818695,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-831261,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-785802,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-859141,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789650,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-853826,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-796536,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-795202,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855642,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789956,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-859796,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-786346,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-830419,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-821951,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-820468,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-831679,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-812570,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-860366,-8388608,-8388608,-8388608,-4194304,-840053,-8388608,-8388608
-788852,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-854145,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-793542,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-846631,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-854016,7800,-2404352,4096,4096,4096,4096,4096
-786849,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-856927,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-810009,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-829307,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-820603,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-820431,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-830313,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-785740,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-860053,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789951,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855540,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-795069,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-795235,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-4194304
-853232,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-788738,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-859071,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-785619,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-861816,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-820462,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-822137,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-831295,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-812937,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-840369,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-804935,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-857146,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-795823,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-850097,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-804244,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-842355,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-812481,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-787619,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-862597,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-785822,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-863473,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-787196,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-861816,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-840202,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-805356,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-847767,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-796575,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-855243,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-804095,-8388608,-8388608,-4194304,-792245,-8388608,-8388608,-8388608
-842994,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-811842,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-833789,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-821002,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-824161,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-863092,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-786667,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-862022,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-789813,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-857949,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-795336,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-797949,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
-854466,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
