4.843399999999999750e+02 -1.412288099527359009e+04 -7.713049650192260742e+03 8.431077003479003906e+03 nan nan nan nan nan
4.843439999999999941e+02 -1.418513059616088867e+04 -7.955431938171386719e+03 7.745325565338134766e+03 nan nan nan nan nan
4.843480000000000132e+02 -1.601994037628173828e+04 -8.760899305343627930e+03 5.463235080242156982e+03 nan nan nan nan nan
4.843519999999999754e+02 -1.620469987392425537e+04 -8.632041513919830322e+03 5.848109722137451172e+03 nan nan nan nan nan
4.843559999999999945e+02 -1.437963545322418213e+04 -7.797159254550933838e+03 8.181050419807434082e+03 nan nan nan nan nan
4.843600000000000136e+02 -1.397482305765151978e+04 -7.829010486602783203e+03 8.088871836662292480e+03 nan nan nan nan nan
4.843639999999999759e+02 -1.574365049600601196e+04 -8.653968572616577148e+03 5.745202302932739258e+03 nan nan nan nan nan
4.843679999999999950e+02 -1.637765765190124512e+04 -8.725896477699279785e+03 5.538627505302429199e+03 nan nan nan nan nan
4.843720000000000141e+02 -1.471162587404251099e+04 -7.928900420665740967e+03 7.850557565689086914e+03 nan nan nan nan nan
4.843759999999999764e+02 -1.386006921529769897e+04 -7.740631699562072754e+03 8.358947932720184326e+03 nan nan nan nan nan
4.843799999999999955e+02 -1.542607694864273071e+04 -8.523546159267425537e+03 6.114654242992401123e+03 nan nan nan nan nan
4.843840000000000146e+02 -1.648125797510147095e+04 -8.804105222225189209e+03 5.319111049175262451e+03 nan nan nan nan nan
4.843879999999999768e+02 -1.504504680633544922e+04 -8.055321872234344482e+03 7.463693618774414062e+03 nan nan nan nan nan
4.843919999999999959e+02 -1.380385458469390869e+04 -7.677018642425537109e+03 8.534610271453857422e+03 nan nan nan nan nan
4.843960000000000150e+02 -1.507864147424697876e+04 -8.373610675334930420e+03 6.529502570629119873e+03 nan nan nan nan nan
4.843999999999999773e+02 -1.647625118494033813e+04 -8.832871913909912109e+03 5.201898515224456787e+03 nan nan nan nan nan
4.844039999999999964e+02 -1.538412272930145264e+04 -8.196517825126647949e+03 7.032170891761779785e+03 nan nan nan nan nan
4.844080000000000155e+02 -1.383264362812042236e+04 -7.642574608325958252e+03 8.599139750003814697e+03 nan nan nan nan nan
4.844119999999999777e+02 -1.472246646881103516e+04 -8.207447826862335205e+03 6.977252662181854248e+03 nan nan nan nan nan
4.844159999999999968e+02 -1.638476550579071045e+04 -8.834727108478546143e+03 5.194187164306640625e+03 nan nan nan nan nan
4.844200000000000159e+02 -1.570303738117218018e+04 -8.350633084774017334e+03 6.594344973564147949e+03 nan nan nan nan nan
4.844239999999999782e+02 -1.395303010940551758e+04 -7.659763097763061523e+03 8.553184568881988525e+03 nan nan nan nan nan
4.844279999999999973e+02 -1.440504938364028931e+04 -8.054807782173156738e+03 7.407546043395996094e+03 nan nan nan nan nan
4.844320000000000164e+02 -1.621019840240478516e+04 -8.795231580734252930e+03 5.301564931869506836e+03 nan nan nan nan nan
4.844359999999999786e+02 -1.598587632179260254e+04 -8.495897054672241211e+03 6.182156503200531006e+03 nan nan nan nan nan
4.844399999999999977e+02 -1.415113359689712524e+04 -7.724784314632415771e+03 8.409798145294189453e+03 nan nan nan nan nan
4.844440000000000168e+02 -1.414800435304641724e+04 -7.942266762256622314e+03 7.815979421138763428e+03 nan nan nan nan nan
4.844479999999999791e+02 -1.599785685539245605e+04 -8.740827441215515137e+03 5.513392388820648193e+03 nan nan nan nan nan
4.844519999999999982e+02 -1.622745394706726074e+04 -8.619703352451324463e+03 5.817487835884094238e+03 nan nan nan nan nan
4.844560000000000173e+02 -1.441850513219833374e+04 -7.807485759258270264e+03 8.156374096870422363e+03 nan nan nan nan nan
4.844599999999999795e+02 -1.394833624362945557e+04 -7.809631526470184326e+03 8.151032030582427979e+03 nan nan nan nan nan
4.844639999999999986e+02 -1.568605005741119385e+04 -8.619502186775207520e+03 5.817599594593048096e+03 nan nan nan nan nan
4.844680000000000177e+02 -1.637861877679824829e+04 -8.713200688362121582e+03 5.520567297935485840e+03 nan nan nan nan nan
4.844719999999999800e+02 -1.471931487321853638e+04 -7.907398045063018799e+03 7.817946374416351318e+03 nan nan nan nan nan
4.844759999999999991e+02 -1.380260288715362549e+04 -7.702387869358062744e+03 8.412770926952362061e+03 nan nan nan nan nan
4.844800000000000182e+02 -1.533398777246475220e+04 -8.474707603454589844e+03 6.192259490489959717e+03 nan nan nan nan nan
4.844839999999999804e+02 -1.644927263259887695e+04 -8.800461888313293457e+03 5.307175219058990479e+03 nan nan nan nan nan
4.844879999999999995e+02 -1.505550742149353027e+04 -8.048236370086669922e+03 7.419057190418243408e+03 nan nan nan nan nan
4.844920000000000186e+02 -1.377291977405548096e+04 -7.645033299922943115e+03 8.568629622459411621e+03 nan nan nan nan nan
4.844959999999999809e+02 -1.500508189201354980e+04 -8.339457213878631592e+03 6.607197225093841553e+03 nan nan nan nan nan
4.845000000000000000e+02 -1.646114140748977661e+04 -8.834458887577056885e+03 5.202569067478179932e+03 nan nan nan nan nan
4.845040000000000191e+02 -1.542265713214874268e+04 -8.217595517635345459e+03 6.983265280723571777e+03 nan nan nan nan nan
4.845079999999999814e+02 -1.383085548877716064e+04 -7.645055651664733887e+03 8.617334067821502686e+03 nan nan nan nan nan
4.845120000000000005e+02 -1.467284560203552246e+04 -8.195646107196807861e+03 7.052220404148101807e+03 nan nan nan nan nan
4.845160000000000196e+02 -1.637267321348190308e+04 -8.848182857036590576e+03 5.216985940933227539e+03 nan nan nan nan nan
4.845199999999999818e+02 -1.575154066085815430e+04 -8.380249142646789551e+03 6.547138094902038574e+03 nan nan nan nan nan
4.845240000000000009e+02 -1.397763937711715698e+04 -7.672525942325592041e+03 8.556470274925231934e+03 nan nan nan nan nan
4.845280000000000200e+02 -1.436497271060943604e+04 -8.034422993659973145e+03 7.481150329113006592e+03 nan nan nan nan nan
4.845319999999999823e+02 -1.618731021881103516e+04 -8.781641721725463867e+03 5.332656204700469971e+03 nan nan nan nan nan
4.845360000000000014e+02 -1.603359729051589966e+04 -8.511520922183990479e+03 6.129026412963867188e+03 nan nan nan nan nan
4.845400000000000205e+02 -1.419087499380111694e+04 -7.722660899162292480e+03 8.378058671951293945e+03 nan nan nan nan nan
4.845439999999999827e+02 -1.410938054323196411e+04 -7.890097796916961670e+03 7.871456444263458252e+03 nan nan nan nan nan
4.845480000000000018e+02 -1.594043523073196411e+04 -8.699767291545867920e+03 5.554698407649993896e+03 nan nan nan nan nan
4.845520000000000209e+02 -1.625501364469528198e+04 -8.637003600597381592e+03 5.764558911323547363e+03 nan nan nan nan nan
